BiotoPi Daemon Logfile
2018-01-28 17:23:04 0 test_daemon 
2018-01-28 17:23:04 0 hum1_daemon 
2018-01-28 17:23:04 0 test_daemon 
2018-01-28 17:23:04  Running...
2018-01-28 17:23:05 Shutdown BiotoPi Daemon
2018-01-28 17:23:05 Starting BiotoPi Daemon
2018-01-28 17:23:07 0 test_daemon 
2018-01-28 17:23:07 0 temp1_daemon_test 
2018-01-28 17:23:07 0 test_daemon 
2018-01-28 17:23:07 0 hum1_daemon 
2018-01-28 17:23:07 0 test_daemon 
2018-01-28 17:23:07  Running...
2018-01-28 17:23:08 0 test_daemon 
2018-01-28 17:23:08 0 temp1_daemon_test 
2018-01-28 17:23:08 0 test_daemon 
2018-01-28 17:23:08 0 hum1_daemon 
2018-01-28 17:23:08 0 test_daemon 
2018-01-28 17:23:08  Running...
2018-01-28 17:23:09 0 test_daemon 
2018-01-28 17:23:09 0 temp1_daemon_test 
2018-01-28 17:23:09 0 test_daemon 
2018-01-28 17:23:09 0 hum1_daemon 
2018-01-28 17:23:09 0 test_daemon 
2018-01-28 17:23:09  Running...
2018-01-28 17:23:10 0 test_daemon 
2018-01-28 17:23:10 0 temp1_daemon_test 
2018-01-28 17:23:10 0 test_daemon 
2018-01-28 17:23:10 0 hum1_daemon 
2018-01-28 17:23:10 0 test_daemon 
2018-01-28 17:23:10  Running...
2018-01-28 17:23:11 0 test_daemon 
2018-01-28 17:23:11 0 temp1_daemon_test 
2018-01-28 17:23:11 0 test_daemon 
2018-01-28 17:23:11 0 hum1_daemon 
2018-01-28 17:23:11 0 test_daemon 
2018-01-28 17:23:11  Running...
2018-01-28 17:23:12 0 test_daemon 
2018-01-28 17:23:12 0 temp1_daemon_test 
2018-01-28 17:23:12 0 test_daemon 
2018-01-28 17:23:12 0 hum1_daemon 
2018-01-28 17:23:12 0 test_daemon 
2018-01-28 17:23:12  Running...
2018-01-28 17:23:13 0 test_daemon 
2018-01-28 17:23:13 0 temp1_daemon_test 
2018-01-28 17:23:13 0 test_daemon 
2018-01-28 17:23:13 0 hum1_daemon 
2018-01-28 17:23:13 0 test_daemon 
2018-01-28 17:23:13  Running...
2018-01-28 17:23:14 0 test_daemon 
2018-01-28 17:23:14 0 temp1_daemon_test 
2018-01-28 17:23:14 0 test_daemon 
2018-01-28 17:23:14 0 hum1_daemon 
2018-01-28 17:23:14 0 test_daemon 
2018-01-28 17:23:14  Running...
2018-01-28 17:23:16 0 test_daemon 
2018-01-28 17:23:16 0 temp1_daemon_test 
2018-01-28 17:23:16 0 test_daemon 
2018-01-28 17:23:16 0 hum1_daemon 
2018-01-28 17:23:16 0 test_daemon 
2018-01-28 17:23:16  Running...
2018-01-28 17:23:17 0 test_daemon 
2018-01-28 17:23:17 0 temp1_daemon_test 
2018-01-28 17:23:17 0 test_daemon 
2018-01-28 17:23:17 0 hum1_daemon 
2018-01-28 17:23:17 0 test_daemon 
2018-01-28 17:23:17  Running...
2018-01-28 17:23:18 0 test_daemon 
2018-01-28 17:23:18 0 temp1_daemon_test 
2018-01-28 17:23:18 0 test_daemon 
2018-01-28 17:23:18 0 hum1_daemon 
2018-01-28 17:23:18 0 test_daemon 
2018-01-28 17:23:18  Running...
2018-01-28 17:23:19 0 test_daemon 
2018-01-28 17:23:19 0 temp1_daemon_test 
2018-01-28 17:23:19 0 test_daemon 
2018-01-28 17:23:19 0 hum1_daemon 
2018-01-28 17:23:19 0 test_daemon 
2018-01-28 17:23:19  Running...
2018-01-28 17:23:20 0 test_daemon 
2018-01-28 17:23:20 0 temp1_daemon_test 
2018-01-28 17:23:20 0 test_daemon 
2018-01-28 17:23:20 0 hum1_daemon 
2018-01-28 17:23:20 0 test_daemon 
2018-01-28 17:23:20  Running...
2018-01-28 17:23:21 0 test_daemon 
2018-01-28 17:23:21 0 temp1_daemon_test 
2018-01-28 17:23:21 0 test_daemon 
2018-01-28 17:23:21 0 hum1_daemon 
2018-01-28 17:23:21 0 test_daemon 
2018-01-28 17:23:21  Running...
2018-01-28 17:23:22 0 test_daemon 
2018-01-28 17:23:22 0 temp1_daemon_test 
2018-01-28 17:23:22 0 test_daemon 
2018-01-28 17:23:22 0 hum1_daemon 
2018-01-28 17:23:22 0 test_daemon 
2018-01-28 17:23:22  Running...
2018-01-28 17:23:23 0 test_daemon 
2018-01-28 17:23:23 0 temp1_daemon_test 
2018-01-28 17:23:23 0 test_daemon 
2018-01-28 17:23:23 0 hum1_daemon 
2018-01-28 17:23:23 0 test_daemon 
2018-01-28 17:23:23  Running...
2018-01-28 17:23:24 0 test_daemon 
2018-01-28 17:23:24 0 temp1_daemon_test 
2018-01-28 17:23:24 0 test_daemon 
2018-01-28 17:23:24 0 hum1_daemon 
2018-01-28 17:23:24 0 test_daemon 
2018-01-28 17:23:24  Running...
2018-01-28 17:23:25 0 test_daemon 
2018-01-28 17:23:25 0 temp1_daemon_test 
2018-01-28 17:23:25 0 test_daemon 
2018-01-28 17:23:25 0 hum1_daemon 
2018-01-28 17:23:25 0 test_daemon 
2018-01-28 17:23:25  Running...
2018-01-28 17:23:26 0 test_daemon 
2018-01-28 17:23:26 0 temp1_daemon_test 
2018-01-28 17:23:26 0 test_daemon 
2018-01-28 17:23:26 0 hum1_daemon 
2018-01-28 17:23:26 0 test_daemon 
2018-01-28 17:23:26  Running...
2018-01-28 17:23:27 0 test_daemon 
2018-01-28 17:23:27 0 temp1_daemon_test 
2018-01-28 17:23:27 0 test_daemon 
2018-01-28 17:23:27 0 hum1_daemon 
2018-01-28 17:23:27 0 test_daemon 
2018-01-28 17:23:27  Running...
2018-01-28 17:23:28 0 test_daemon 
2018-01-28 17:23:28 0 temp1_daemon_test 
2018-01-28 17:23:28 0 test_daemon 
2018-01-28 17:23:28 0 hum1_daemon 
2018-01-28 17:23:28 0 test_daemon 
2018-01-28 17:23:28  Running...
2018-01-28 17:23:29 Shutdown BiotoPi Daemon
2018-01-28 17:23:29 Starting BiotoPi Daemon
2018-01-28 17:23:31 1 test_daemon 
2018-01-28 17:23:31 0 temp1_daemon_test 
2018-01-28 17:23:31 0 test_daemon 
2018-01-28 17:23:31 0 hum1_daemon 
2018-01-28 17:23:31 0 test_daemon 
2018-01-28 17:23:31  Running...
2018-01-28 17:23:32 1 test_daemon 
2018-01-28 17:23:32 0 temp1_daemon_test 
2018-01-28 17:23:32 0 test_daemon 
2018-01-28 17:23:32 0 hum1_daemon 
2018-01-28 17:23:32 0 test_daemon 
2018-01-28 17:23:32  Running...
2018-01-28 17:23:33 1 test_daemon 
2018-01-28 17:23:33 0 temp1_daemon_test 
2018-01-28 17:23:33 0 test_daemon 
2018-01-28 17:23:33 0 hum1_daemon 
2018-01-28 17:23:33 0 test_daemon 
2018-01-28 17:23:33  Running...
2018-01-28 17:23:34 1 test_daemon 
2018-01-28 17:23:34 0 temp1_daemon_test 
2018-01-28 17:23:34 0 test_daemon 
2018-01-28 17:23:34 0 hum1_daemon 
2018-01-28 17:23:34 0 test_daemon 
2018-01-28 17:23:34  Running...
2018-01-28 17:23:36 1 test_daemon 
2018-01-28 17:23:36 0 temp1_daemon_test 
2018-01-28 17:23:36 0 test_daemon 
2018-01-28 17:23:36 0 hum1_daemon 
2018-01-28 17:23:36 0 test_daemon 
2018-01-28 17:23:36  Running...
2018-01-28 17:23:37 1 test_daemon 
2018-01-28 17:23:37 0 temp1_daemon_test 
2018-01-28 17:23:37 0 test_daemon 
2018-01-28 17:23:37 0 hum1_daemon 
2018-01-28 17:23:37 0 test_daemon 
2018-01-28 17:23:37  Running...
2018-01-28 17:23:38 1 test_daemon 
2018-01-28 17:23:38 0 temp1_daemon_test 
2018-01-28 17:23:38 0 test_daemon 
2018-01-28 17:23:38 0 hum1_daemon 
2018-01-28 17:23:38 0 test_daemon 
2018-01-28 17:23:38  Running...
2018-01-28 17:23:39 1 test_daemon 
2018-01-28 17:23:39 0 temp1_daemon_test 
2018-01-28 17:23:39 0 test_daemon 
2018-01-28 17:23:39 0 hum1_daemon 
2018-01-28 17:23:39 0 test_daemon 
2018-01-28 17:23:39  Running...
2018-01-28 17:23:40 1 test_daemon 
2018-01-28 17:23:40 0 temp1_daemon_test 
2018-01-28 17:23:40 0 test_daemon 
2018-01-28 17:23:40 0 hum1_daemon 
2018-01-28 17:23:40 0 test_daemon 
2018-01-28 17:23:40  Running...
2018-01-28 17:23:41 1 test_daemon 
2018-01-28 17:23:41 0 temp1_daemon_test 
2018-01-28 17:23:41 0 test_daemon 
2018-01-28 17:23:41 0 hum1_daemon 
2018-01-28 17:23:41 0 test_daemon 
2018-01-28 17:23:41  Running...
2018-01-28 17:23:42 1 test_daemon 
2018-01-28 17:23:42 0 temp1_daemon_test 
2018-01-28 17:23:42 0 test_daemon 
2018-01-28 17:23:42 0 hum1_daemon 
2018-01-28 17:23:42 0 test_daemon 
2018-01-28 17:23:42  Running...
2018-01-28 17:23:42 Shutdown BiotoPi Daemon
2018-01-28 17:23:42 Starting BiotoPi Daemon
2018-01-28 17:23:44  Running...
2018-01-28 17:23:46  Running...
2018-01-28 17:23:47  Running...
2018-01-28 17:23:48  Running...
2018-01-28 17:23:49  Running...
2018-01-28 17:23:50  Running...
2018-01-28 17:23:51  Running...
2018-01-28 17:23:52  Running...
2018-01-28 17:23:53  Running...
2018-01-28 17:23:54  Running...
2018-01-28 17:23:54 Shutdown BiotoPi Daemon
2018-01-28 17:23:54 Starting BiotoPi Daemon
2018-01-28 17:23:57 1 test_daemon 
2018-01-28 17:23:57 0 temp1_daemon_test 
2018-01-28 17:23:57 0 test_daemon 
2018-01-28 17:23:57 0 hum1_daemon 
2018-01-28 17:23:57 0 test_daemon 
2018-01-28 17:23:57  Running...
2018-01-28 17:23:58 1 test_daemon 
2018-01-28 17:23:58 0 temp1_daemon_test 
2018-01-28 17:23:58 0 test_daemon 
2018-01-28 17:23:58 0 hum1_daemon 
2018-01-28 17:23:58 0 test_daemon 
2018-01-28 17:23:58  Running...
2018-01-28 17:23:59 1 test_daemon 
2018-01-28 17:23:59 0 temp1_daemon_test 
2018-01-28 17:23:59 0 test_daemon 
2018-01-28 17:23:59 0 hum1_daemon 
2018-01-28 17:23:59 0 test_daemon 
2018-01-28 17:23:59  Running...
2018-01-28 17:24:00 1 test_daemon 
2018-01-28 17:24:00 0 temp1_daemon_test 
2018-01-28 17:24:00 0 test_daemon 
2018-01-28 17:24:00 0 hum1_daemon 
2018-01-28 17:24:00 0 test_daemon 
2018-01-28 17:24:00  Running...
2018-01-28 17:24:01 1 test_daemon 
2018-01-28 17:24:01 0 temp1_daemon_test 
2018-01-28 17:24:01 0 test_daemon 
2018-01-28 17:24:01 0 hum1_daemon 
2018-01-28 17:24:01 0 test_daemon 
2018-01-28 17:24:01  Running...
2018-01-28 17:24:02 1 test_daemon 
2018-01-28 17:24:02 0 temp1_daemon_test 
2018-01-28 17:24:02 0 test_daemon 
2018-01-28 17:24:02 0 hum1_daemon 
2018-01-28 17:24:02 0 test_daemon 
2018-01-28 17:24:02  Running...
2018-01-28 17:24:03 1 test_daemon 
2018-01-28 17:24:03 0 temp1_daemon_test 
2018-01-28 17:24:03 0 test_daemon 
2018-01-28 17:24:03 0 hum1_daemon 
2018-01-28 17:24:03 0 test_daemon 
2018-01-28 17:24:03  Running...
2018-01-28 17:24:04 1 test_daemon 
2018-01-28 17:24:04 0 temp1_daemon_test 
2018-01-28 17:24:04 0 test_daemon 
2018-01-28 17:24:04 0 hum1_daemon 
2018-01-28 17:24:04 0 test_daemon 
2018-01-28 17:24:04  Running...
2018-01-28 17:24:05 1 test_daemon 
2018-01-28 17:24:05 0 temp1_daemon_test 
2018-01-28 17:24:05 0 test_daemon 
2018-01-28 17:24:05 0 hum1_daemon 
2018-01-28 17:24:05 0 test_daemon 
2018-01-28 17:24:05  Running...
2018-01-28 17:24:06 1 test_daemon 
2018-01-28 17:24:06 0 temp1_daemon_test 
2018-01-28 17:24:06 0 test_daemon 
2018-01-28 17:24:06 0 hum1_daemon 
2018-01-28 17:24:06 0 test_daemon 
2018-01-28 17:24:06  Running...
2018-01-28 17:24:07 1 test_daemon 
2018-01-28 17:24:07 0 temp1_daemon_test 
2018-01-28 17:24:07 0 test_daemon 
2018-01-28 17:24:07 0 hum1_daemon 
2018-01-28 17:24:07 0 test_daemon 
2018-01-28 17:24:07  Running...
2018-01-28 17:24:08 1 test_daemon 
2018-01-28 17:24:08 0 temp1_daemon_test 
2018-01-28 17:24:08 0 test_daemon 
2018-01-28 17:24:08 0 hum1_daemon 
2018-01-28 17:24:08 0 test_daemon 
2018-01-28 17:24:08  Running...
2018-01-28 17:24:10 1 test_daemon 
2018-01-28 17:24:10 0 temp1_daemon_test 
2018-01-28 17:24:10 0 test_daemon 
2018-01-28 17:24:10 0 hum1_daemon 
2018-01-28 17:24:10 0 test_daemon 
2018-01-28 17:24:10  Running...
2018-01-28 17:24:11 1 test_daemon 
2018-01-28 17:24:11 0 temp1_daemon_test 
2018-01-28 17:24:11 0 test_daemon 
2018-01-28 17:24:11 0 hum1_daemon 
2018-01-28 17:24:11 0 test_daemon 
2018-01-28 17:24:11  Running...
2018-01-28 17:24:12 1 test_daemon 
2018-01-28 17:24:12 0 temp1_daemon_test 
2018-01-28 17:24:12 0 test_daemon 
2018-01-28 17:24:12 0 hum1_daemon 
2018-01-28 17:24:12 0 test_daemon 
2018-01-28 17:24:12  Running...
2018-01-28 17:24:13 1 test_daemon 
2018-01-28 17:24:13 0 temp1_daemon_test 
2018-01-28 17:24:13 0 test_daemon 
2018-01-28 17:24:13 0 hum1_daemon 
2018-01-28 17:24:13 0 test_daemon 
2018-01-28 17:24:13  Running...
2018-01-28 17:24:14 1 test_daemon 
2018-01-28 17:24:14 0 temp1_daemon_test 
2018-01-28 17:24:14 0 test_daemon 
2018-01-28 17:24:14 0 hum1_daemon 
2018-01-28 17:24:14 0 test_daemon 
2018-01-28 17:24:14  Running...
2018-01-28 17:24:15 1 test_daemon 
2018-01-28 17:24:15 0 temp1_daemon_test 
2018-01-28 17:24:15 0 test_daemon 
2018-01-28 17:24:15 0 hum1_daemon 
2018-01-28 17:24:15 0 test_daemon 
2018-01-28 17:24:15  Running...
2018-01-28 17:24:16 1 test_daemon 
2018-01-28 17:24:16 0 temp1_daemon_test 
2018-01-28 17:24:16 0 test_daemon 
2018-01-28 17:24:16 0 hum1_daemon 
2018-01-28 17:24:16 0 test_daemon 
2018-01-28 17:24:16  Running...
2018-01-28 17:24:17 1 test_daemon 
2018-01-28 17:24:17 0 temp1_daemon_test 
2018-01-28 17:24:17 0 test_daemon 
2018-01-28 17:24:17 0 hum1_daemon 
2018-01-28 17:24:17 0 test_daemon 
2018-01-28 17:24:17  Running...
2018-01-28 17:24:18 1 test_daemon 
2018-01-28 17:24:18 0 temp1_daemon_test 
2018-01-28 17:24:18 0 test_daemon 
2018-01-28 17:24:18 0 hum1_daemon 
2018-01-28 17:24:18 0 test_daemon 
2018-01-28 17:24:18  Running...
2018-01-28 17:24:19 1 test_daemon 
2018-01-28 17:24:19 0 temp1_daemon_test 
2018-01-28 17:24:19 0 test_daemon 
2018-01-28 17:24:19 0 hum1_daemon 
2018-01-28 17:24:19 0 test_daemon 
2018-01-28 17:24:19  Running...
2018-01-28 17:24:20 1 test_daemon 
2018-01-28 17:24:20 0 temp1_daemon_test 
2018-01-28 17:24:20 0 test_daemon 
2018-01-28 17:24:20 0 hum1_daemon 
2018-01-28 17:24:20 0 test_daemon 
2018-01-28 17:24:20  Running...
2018-01-28 17:24:21 Shutdown BiotoPi Daemon
2018-01-28 17:24:21 Starting BiotoPi Daemon
2018-01-28 17:24:23 1 test_daemon 
2018-01-28 17:24:23 0 temp1_daemon_test 
2018-01-28 17:24:23 0 test_daemon 
2018-01-28 17:24:23 0 hum1_daemon 
2018-01-28 17:24:23 0 test_daemon 
2018-01-28 17:24:23 stop test_daemon ->  Running...
2018-01-28 17:24:24 0 test_daemon 
2018-01-28 17:24:24 0 temp1_daemon_test 
2018-01-28 17:24:24 0 test_daemon 
2018-01-28 17:24:24 0 hum1_daemon 
2018-01-28 17:24:24 0 test_daemon 
2018-01-28 17:24:24 stop test_daemon ->  Running...
2018-01-28 17:24:25 0 test_daemon 
2018-01-28 17:24:25 0 temp1_daemon_test 
2018-01-28 17:24:25 0 test_daemon 
2018-01-28 17:24:25 0 hum1_daemon 
2018-01-28 17:24:25 0 test_daemon 
2018-01-28 17:24:25 stop test_daemon ->  Running...
2018-01-28 17:24:26 0 test_daemon 
2018-01-28 17:24:26 0 temp1_daemon_test 
2018-01-28 17:24:26 0 test_daemon 
2018-01-28 17:24:26 0 hum1_daemon 
2018-01-28 17:24:26 0 test_daemon 
2018-01-28 17:24:26 stop test_daemon ->  Running...
2018-01-28 17:24:28 0 test_daemon 
2018-01-28 17:24:28 0 temp1_daemon_test 
2018-01-28 17:24:28 0 test_daemon 
2018-01-28 17:24:28 0 hum1_daemon 
2018-01-28 17:24:28 0 test_daemon 
2018-01-28 17:24:28 stop test_daemon ->  Running...
2018-01-28 17:24:29 0 test_daemon 
2018-01-28 17:24:29 0 temp1_daemon_test 
2018-01-28 17:24:29 0 test_daemon 
2018-01-28 17:24:29 0 hum1_daemon 
2018-01-28 17:24:29 0 test_daemon 
2018-01-28 17:24:29 stop test_daemon ->  Running...
2018-01-28 17:24:30 0 test_daemon 
2018-01-28 17:24:30 0 temp1_daemon_test 
2018-01-28 17:24:30 0 test_daemon 
2018-01-28 17:24:30 0 hum1_daemon 
2018-01-28 17:24:30 0 test_daemon 
2018-01-28 17:24:30 stop test_daemon ->  Running...
2018-01-28 17:24:31 0 test_daemon 
2018-01-28 17:24:31 0 temp1_daemon_test 
2018-01-28 17:24:31 0 test_daemon 
2018-01-28 17:24:31 0 hum1_daemon 
2018-01-28 17:24:31 0 test_daemon 
2018-01-28 17:24:31 stop test_daemon ->  Running...
2018-01-28 17:24:32 0 test_daemon 
2018-01-28 17:24:32 0 temp1_daemon_test 
2018-01-28 17:24:32 0 test_daemon 
2018-01-28 17:24:32 0 hum1_daemon 
2018-01-28 17:24:32 0 test_daemon 
2018-01-28 17:24:32 stop test_daemon ->  Running...
2018-01-28 17:24:33 0 test_daemon 
2018-01-28 17:24:33 0 temp1_daemon_test 
2018-01-28 17:24:33 0 test_daemon 
2018-01-28 17:24:33 0 hum1_daemon 
2018-01-28 17:24:33 0 test_daemon 
2018-01-28 17:24:33 stop test_daemon ->  Running...
2018-01-28 17:24:34 0 test_daemon 
2018-01-28 17:24:34 0 temp1_daemon_test 
2018-01-28 17:24:34 0 test_daemon 
2018-01-28 17:24:34 0 hum1_daemon 
2018-01-28 17:24:34 0 test_daemon 
2018-01-28 17:24:34 stop test_daemon ->  Running...
2018-01-28 17:24:35 0 test_daemon 
2018-01-28 17:24:35 0 temp1_daemon_test 
2018-01-28 17:24:35 0 test_daemon 
2018-01-28 17:24:35 0 hum1_daemon 
2018-01-28 17:24:35 0 test_daemon 
2018-01-28 17:24:35 stop test_daemon ->  Running...
2018-01-28 17:24:36 0 test_daemon 
2018-01-28 17:24:36 0 temp1_daemon_test 
2018-01-28 17:24:36 0 test_daemon 
2018-01-28 17:24:36 0 hum1_daemon 
2018-01-28 17:24:36 0 test_daemon 
2018-01-28 17:24:36 stop test_daemon ->  Running...
2018-01-28 17:24:37 0 test_daemon 
2018-01-28 17:24:37 0 temp1_daemon_test 
2018-01-28 17:24:37 0 test_daemon 
2018-01-28 17:24:37 0 hum1_daemon 
2018-01-28 17:24:37 0 test_daemon 
2018-01-28 17:24:37 stop test_daemon ->  Running...
2018-01-28 17:24:38 0 test_daemon 
2018-01-28 17:24:38 0 temp1_daemon_test 
2018-01-28 17:24:38 0 test_daemon 
2018-01-28 17:24:38 0 hum1_daemon 
2018-01-28 17:24:38 0 test_daemon 
2018-01-28 17:24:38 stop test_daemon ->  Running...
2018-01-28 17:24:39 0 test_daemon 
2018-01-28 17:24:39 0 temp1_daemon_test 
2018-01-28 17:24:39 0 test_daemon 
2018-01-28 17:24:39 0 hum1_daemon 
2018-01-28 17:24:39 0 test_daemon 
2018-01-28 17:24:39 stop test_daemon ->  Running...
2018-01-28 17:24:40 0 test_daemon 
2018-01-28 17:24:40 0 temp1_daemon_test 
2018-01-28 17:24:40 0 test_daemon 
2018-01-28 17:24:40 0 hum1_daemon 
2018-01-28 17:24:40 0 test_daemon 
2018-01-28 17:24:40 stop test_daemon ->  Running...
2018-01-28 17:24:41 0 test_daemon 
2018-01-28 17:24:41 0 temp1_daemon_test 
2018-01-28 17:24:41 0 test_daemon 
2018-01-28 17:24:41 0 hum1_daemon 
2018-01-28 17:24:41 0 test_daemon 
2018-01-28 17:24:41 stop test_daemon ->  Running...
2018-01-28 17:24:42 0 test_daemon 
2018-01-28 17:24:42 0 temp1_daemon_test 
2018-01-28 17:24:42 0 test_daemon 
2018-01-28 17:24:42 0 hum1_daemon 
2018-01-28 17:24:42 0 test_daemon 
2018-01-28 17:24:42 stop test_daemon ->  Running...
2018-01-28 17:24:44 0 test_daemon 
2018-01-28 17:24:44 0 temp1_daemon_test 
2018-01-28 17:24:44 0 test_daemon 
2018-01-28 17:24:44 0 hum1_daemon 
2018-01-28 17:24:44 0 test_daemon 
2018-01-28 17:24:44 stop test_daemon ->  Running...
2018-01-28 17:24:45 0 test_daemon 
2018-01-28 17:24:45 0 temp1_daemon_test 
2018-01-28 17:24:45 0 test_daemon 
2018-01-28 17:24:45 0 hum1_daemon 
2018-01-28 17:24:45 0 test_daemon 
2018-01-28 17:24:45 stop test_daemon ->  Running...
2018-01-28 17:24:46 0 test_daemon 
2018-01-28 17:24:46 0 temp1_daemon_test 
2018-01-28 17:24:46 0 test_daemon 
2018-01-28 17:24:46 0 hum1_daemon 
2018-01-28 17:24:46 0 test_daemon 
2018-01-28 17:24:46 stop test_daemon ->  Running...
2018-01-28 17:24:47 0 test_daemon 
2018-01-28 17:24:47 0 temp1_daemon_test 
2018-01-28 17:24:47 0 test_daemon 
2018-01-28 17:24:47 0 hum1_daemon 
2018-01-28 17:24:47 0 test_daemon 
2018-01-28 17:24:47 stop test_daemon ->  Running...
2018-01-28 17:24:48 0 test_daemon 
2018-01-28 17:24:48 0 temp1_daemon_test 
2018-01-28 17:24:48 0 test_daemon 
2018-01-28 17:24:48 0 hum1_daemon 
2018-01-28 17:24:48 0 test_daemon 
2018-01-28 17:24:48 stop test_daemon ->  Running...
2018-01-28 17:24:49 0 test_daemon 
2018-01-28 17:24:49 0 temp1_daemon_test 
2018-01-28 17:24:49 0 test_daemon 
2018-01-28 17:24:49 0 hum1_daemon 
2018-01-28 17:24:49 0 test_daemon 
2018-01-28 17:24:49 stop test_daemon ->  Running...
2018-01-28 17:24:50 0 test_daemon 
2018-01-28 17:24:50 0 temp1_daemon_test 
2018-01-28 17:24:50 0 test_daemon 
2018-01-28 17:24:50 0 hum1_daemon 
2018-01-28 17:24:50 0 test_daemon 
2018-01-28 17:24:50 stop test_daemon ->  Running...
2018-01-28 17:24:51 0 test_daemon 
2018-01-28 17:24:51 0 temp1_daemon_test 
2018-01-28 17:24:51 0 test_daemon 
2018-01-28 17:24:51 0 hum1_daemon 
2018-01-28 17:24:51 0 test_daemon 
2018-01-28 17:24:51 stop test_daemon ->  Running...
2018-01-28 17:24:52 0 test_daemon 
2018-01-28 17:24:52 0 temp1_daemon_test 
2018-01-28 17:24:52 0 test_daemon 
2018-01-28 17:24:52 0 hum1_daemon 
2018-01-28 17:24:52 0 test_daemon 
2018-01-28 17:24:52 stop test_daemon ->  Running...
2018-01-28 17:24:53 0 test_daemon 
2018-01-28 17:24:53 0 temp1_daemon_test 
2018-01-28 17:24:53 0 test_daemon 
2018-01-28 17:24:53 0 hum1_daemon 
2018-01-28 17:24:53 0 test_daemon 
2018-01-28 17:24:53 stop test_daemon ->  Running...
2018-01-28 17:24:54 0 test_daemon 
2018-01-28 17:24:54 0 temp1_daemon_test 
2018-01-28 17:24:54 0 test_daemon 
2018-01-28 17:24:54 0 hum1_daemon 
2018-01-28 17:24:54 0 test_daemon 
2018-01-28 17:24:54 stop test_daemon ->  Running...
2018-01-28 17:24:55 0 test_daemon 
2018-01-28 17:24:55 0 temp1_daemon_test 
2018-01-28 17:24:55 0 test_daemon 
2018-01-28 17:24:55 0 hum1_daemon 
2018-01-28 17:24:55 0 test_daemon 
2018-01-28 17:24:55 stop test_daemon ->  Running...
2018-01-28 17:24:56 0 test_daemon 
2018-01-28 17:24:56 0 temp1_daemon_test 
2018-01-28 17:24:56 0 test_daemon 
2018-01-28 17:24:56 0 hum1_daemon 
2018-01-28 17:24:56 0 test_daemon 
2018-01-28 17:24:56 stop test_daemon ->  Running...
2018-01-28 17:24:57 0 test_daemon 
2018-01-28 17:24:57 0 temp1_daemon_test 
2018-01-28 17:24:57 0 test_daemon 
2018-01-28 17:24:57 0 hum1_daemon 
2018-01-28 17:24:57 0 test_daemon 
2018-01-28 17:24:57 stop test_daemon ->  Running...
2018-01-28 17:24:58 0 test_daemon 
2018-01-28 17:24:58 0 temp1_daemon_test 
2018-01-28 17:24:58 0 test_daemon 
2018-01-28 17:24:58 0 hum1_daemon 
2018-01-28 17:24:58 0 test_daemon 
2018-01-28 17:24:58 stop test_daemon ->  Running...
2018-01-28 17:25:00 0 test_daemon 
2018-01-28 17:25:00 0 temp1_daemon_test 
2018-01-28 17:25:00 0 test_daemon 
2018-01-28 17:25:00 0 hum1_daemon 
2018-01-28 17:25:00 0 test_daemon 
2018-01-28 17:25:00 stop test_daemon ->  Running...
2018-01-28 17:25:01 0 test_daemon 
2018-01-28 17:25:01 0 temp1_daemon_test 
2018-01-28 17:25:01 0 test_daemon 
2018-01-28 17:25:01 0 hum1_daemon 
2018-01-28 17:25:01 0 test_daemon 
2018-01-28 17:25:01 stop test_daemon ->  Running...
2018-01-28 17:25:02 0 test_daemon 
2018-01-28 17:25:02 0 temp1_daemon_test 
2018-01-28 17:25:02 0 test_daemon 
2018-01-28 17:25:02 0 hum1_daemon 
2018-01-28 17:25:02 0 test_daemon 
2018-01-28 17:25:02 stop test_daemon ->  Running...
2018-01-28 17:25:03 0 test_daemon 
2018-01-28 17:25:03 0 temp1_daemon_test 
2018-01-28 17:25:03 0 test_daemon 
2018-01-28 17:25:03 0 hum1_daemon 
2018-01-28 17:25:03 0 test_daemon 
2018-01-28 17:25:03 stop test_daemon ->  Running...
2018-01-28 17:25:04 0 test_daemon 
2018-01-28 17:25:04 0 temp1_daemon_test 
2018-01-28 17:25:04 0 test_daemon 
2018-01-28 17:25:04 0 hum1_daemon 
2018-01-28 17:25:04 0 test_daemon 
2018-01-28 17:25:04 stop test_daemon ->  Running...
2018-01-28 17:25:05 0 test_daemon 
2018-01-28 17:25:05 0 temp1_daemon_test 
2018-01-28 17:25:05 0 test_daemon 
2018-01-28 17:25:05 0 hum1_daemon 
2018-01-28 17:25:05 0 test_daemon 
2018-01-28 17:25:05 stop test_daemon ->  Running...
2018-01-28 17:25:06 0 test_daemon 
2018-01-28 17:25:06 0 temp1_daemon_test 
2018-01-28 17:25:06 0 test_daemon 
2018-01-28 17:25:06 0 hum1_daemon 
2018-01-28 17:25:06 0 test_daemon 
2018-01-28 17:25:06 stop test_daemon ->  Running...
2018-01-28 17:25:07 0 test_daemon 
2018-01-28 17:25:07 0 temp1_daemon_test 
2018-01-28 17:25:07 0 test_daemon 
2018-01-28 17:25:07 0 hum1_daemon 
2018-01-28 17:25:07 0 test_daemon 
2018-01-28 17:25:07 stop test_daemon ->  Running...
2018-01-28 17:25:08 0 test_daemon 
2018-01-28 17:25:08 0 temp1_daemon_test 
2018-01-28 17:25:08 0 test_daemon 
2018-01-28 17:25:08 0 hum1_daemon 
2018-01-28 17:25:08 0 test_daemon 
