BiotoPi Daemon Logfile
2018-01-28 16:17:28  Running...
2018-01-28 16:17:29  Running...
2018-01-28 16:17:30  Running...
2018-01-28 16:17:31  Running...
2018-01-28 16:17:32  Running...
2018-01-28 16:17:33  Running...
2018-01-28 16:17:34  Running...
2018-01-28 16:17:36  Running...
2018-01-28 16:17:37  Running...
2018-01-28 16:17:38  Running...
2018-01-28 16:17:39  Running...
2018-01-28 16:17:40  Running...
2018-01-28 16:17:40 Shutdown BiotoPi Daemon
2018-01-28 16:17:44  
2018-01-28 16:17:44 Running...
2018-01-28 16:17:40 Starting BiotoPi Daemon
2018-01-28 16:17:45  
2018-01-28 16:17:45 Running...
2018-01-28 16:17:46  
2018-01-28 16:17:46 Running...
2018-01-28 16:17:48  
2018-01-28 16:17:48 Running...
2018-01-28 16:17:49  
2018-01-28 16:17:49 Running...
2018-01-28 16:17:50  
2018-01-28 16:17:50 Running...
2018-01-28 16:17:51  
2018-01-28 16:17:51 Running...
2018-01-28 16:17:52  
2018-01-28 16:17:52 Running...
2018-01-28 16:17:53  
2018-01-28 16:17:53 Running...
2018-01-28 16:17:54  
2018-01-28 16:17:54 Running...
2018-01-28 16:17:55  
2018-01-28 16:17:55 Running...
2018-01-28 16:17:57  
2018-01-28 16:17:57 Running...
2018-01-28 16:17:58  
2018-01-28 16:17:58 Running...
2018-01-28 16:17:59  
2018-01-28 16:17:59 Running...
2018-01-28 16:18:00  
2018-01-28 16:18:00 Running...
2018-01-28 16:18:01  
2018-01-28 16:18:01 Running...
2018-01-28 16:18:02  
2018-01-28 16:18:02 Running...
2018-01-28 16:18:03  
2018-01-28 16:18:03 Running...
2018-01-28 16:18:04  
2018-01-28 16:18:04 Running...
2018-01-28 16:18:06  
2018-01-28 16:18:06 Running...
2018-01-28 16:18:07  
2018-01-28 16:18:07 Running...
2018-01-28 16:18:08  
2018-01-28 16:18:08 Running...
2018-01-28 16:18:09  
2018-01-28 16:18:09 Running...
2018-01-28 16:18:10  
2018-01-28 16:18:10 Running...
2018-01-28 16:18:11  
2018-01-28 16:18:11 Running...
2018-01-28 16:18:12  
2018-01-28 16:18:12 Running...
2018-01-28 16:18:13 Shutdown BiotoPi Daemon
2018-01-28 16:18:17 1 
2018-01-28 16:18:17 Running...
2018-01-28 16:18:13 Starting BiotoPi Daemon
2018-01-28 16:18:18 1 
2018-01-28 16:18:18 Running...
2018-01-28 16:18:19 1 
2018-01-28 16:18:19 Running...
2018-01-28 16:18:20 1 
2018-01-28 16:18:20 Running...
2018-01-28 16:18:22 1 
2018-01-28 16:18:22 Running...
2018-01-28 16:18:23 1 
2018-01-28 16:18:23 Running...
2018-01-28 16:18:24 1 
2018-01-28 16:18:24 Running...
2018-01-28 16:18:25 1 
2018-01-28 16:18:25 Running...
2018-01-28 16:18:26 1 
2018-01-28 16:18:26 Running...
2018-01-28 16:18:27 1 
2018-01-28 16:18:27 Running...
2018-01-28 16:18:28 1 
2018-01-28 16:18:28 Running...
2018-01-28 16:18:29 1 
2018-01-28 16:18:29 Running...
2018-01-28 16:18:30 1 
2018-01-28 16:18:30 Running...
2018-01-28 16:18:32 1 
2018-01-28 16:18:32 Running...
2018-01-28 16:18:33 1 
2018-01-28 16:18:33 Running...
2018-01-28 16:18:34 1 
2018-01-28 16:18:34 Running...
2018-01-28 16:18:35 1 
2018-01-28 16:18:35 Running...
2018-01-28 16:18:36 1 
2018-01-28 16:18:36 Running...
2018-01-28 16:18:37 1 
2018-01-28 16:18:37 Running...
2018-01-28 16:18:38 1 
2018-01-28 16:18:38 Running...
2018-01-28 16:18:39 Shutdown BiotoPi Daemon
2018-01-28 16:18:43  
2018-01-28 16:18:43 Running...
2018-01-28 16:18:39 Starting BiotoPi Daemon
2018-01-28 16:18:44  
2018-01-28 16:18:44 Running...
2018-01-28 16:18:45  
2018-01-28 16:18:45 Running...
2018-01-28 16:18:46  
2018-01-28 16:18:46 Running...
2018-01-28 16:18:48  
2018-01-28 16:18:48 Running...
2018-01-28 16:18:49  
2018-01-28 16:18:49 Running...
2018-01-28 16:18:50  
2018-01-28 16:18:50 Running...
2018-01-28 16:18:51  
2018-01-28 16:18:51 Running...
2018-01-28 16:18:52  
2018-01-28 16:18:52 Running...
2018-01-28 16:18:53  
2018-01-28 16:18:53 Running...
2018-01-28 16:18:54  
2018-01-28 16:18:54 Running...
2018-01-28 16:18:55  
2018-01-28 16:18:55 Running...
2018-01-28 16:18:56  
2018-01-28 16:18:56 Running...
2018-01-28 16:18:58  
2018-01-28 16:18:58 Running...
2018-01-28 16:18:59  
2018-01-28 16:18:59 Running...
2018-01-28 16:19:00  
2018-01-28 16:19:00 Running...
2018-01-28 16:19:01  
2018-01-28 16:19:01 Running...
2018-01-28 16:19:02  
2018-01-28 16:19:02 Running...
2018-01-28 16:19:03  
2018-01-28 16:19:03 Running...
2018-01-28 16:19:04  
2018-01-28 16:19:04 Running...
2018-01-28 16:19:05  
2018-01-28 16:19:05 Running...
2018-01-28 16:19:06  
2018-01-28 16:19:06 Running...
2018-01-28 16:19:08  
2018-01-28 16:19:08 Running...
2018-01-28 16:19:09  
2018-01-28 16:19:09 Running...
2018-01-28 16:19:10  
2018-01-28 16:19:10 Running...
2018-01-28 16:19:11  
2018-01-28 16:19:11 Running...
2018-01-28 16:19:12  
2018-01-28 16:19:12 Running...
2018-01-28 16:19:13  
2018-01-28 16:19:13 Running...
2018-01-28 16:19:14  
2018-01-28 16:19:14 Running...
2018-01-28 16:19:15  
2018-01-28 16:19:15 Running...
2018-01-28 16:19:16  
2018-01-28 16:19:16 Running...
2018-01-28 16:19:18  
2018-01-28 16:19:18 Running...
2018-01-28 16:19:19  
2018-01-28 16:19:19 Running...
2018-01-28 16:19:20  
2018-01-28 16:19:20 Running...
2018-01-28 16:19:21  
2018-01-28 16:19:21 Running...
2018-01-28 16:19:22  
2018-01-28 16:19:22 Running...
2018-01-28 16:19:23  
2018-01-28 16:19:23 Running...
2018-01-28 16:19:24  
2018-01-28 16:19:24 Running...
2018-01-28 16:19:25  
2018-01-28 16:19:25 Running...
2018-01-28 16:19:26  
2018-01-28 16:19:26 Running...
2018-01-28 16:19:27  
2018-01-28 16:19:27 Running...
2018-01-28 16:19:29  
2018-01-28 16:19:29 Running...
2018-01-28 16:19:30  
2018-01-28 16:19:30 Running...
2018-01-28 16:19:31  
2018-01-28 16:19:31 Running...
2018-01-28 16:19:32  
2018-01-28 16:19:32 Running...
2018-01-28 16:19:33  
2018-01-28 16:19:33 Running...
2018-01-28 16:19:34  
2018-01-28 16:19:34 Running...
2018-01-28 16:19:35  
2018-01-28 16:19:35 Running...
2018-01-28 16:19:36  
2018-01-28 16:19:36 Running...
2018-01-28 16:19:38  
2018-01-28 16:19:38 Running...
2018-01-28 16:19:39  
2018-01-28 16:19:39 Running...
2018-01-28 16:19:39 Shutdown BiotoPi Daemon
2018-01-28 16:19:43  
2018-01-28 16:19:43 Running...
2018-01-28 16:19:39 Starting BiotoPi Daemon
2018-01-28 16:19:44  
2018-01-28 16:19:44 Running...
2018-01-28 16:19:45  
2018-01-28 16:19:45 Running...
2018-01-28 16:19:46  
2018-01-28 16:19:46 Running...
2018-01-28 16:19:47  
2018-01-28 16:19:47 Running...
2018-01-28 16:19:48  
2018-01-28 16:19:48 Running...
2018-01-28 16:19:49  
2018-01-28 16:19:49 Running...
2018-01-28 16:19:51  
2018-01-28 16:19:51 Running...
2018-01-28 16:19:52  
2018-01-28 16:19:52 Running...
2018-01-28 16:19:53  
2018-01-28 16:19:53 Running...
2018-01-28 16:19:54  
2018-01-28 16:19:54 Running...
2018-01-28 16:19:55  
2018-01-28 16:19:55 Running...
2018-01-28 16:19:56  
2018-01-28 16:19:56 Running...
2018-01-28 16:19:57  
2018-01-28 16:19:57 Running...
2018-01-28 16:19:58  
2018-01-28 16:19:58 Running...
2018-01-28 16:19:59  
2018-01-28 16:19:59 Running...
2018-01-28 16:20:01  
2018-01-28 16:20:01 Running...
2018-01-28 16:20:02  
2018-01-28 16:20:02 Running...
2018-01-28 16:20:03  
2018-01-28 16:20:03 Running...
2018-01-28 16:20:04  
2018-01-28 16:20:04 Running...
2018-01-28 16:20:05  
2018-01-28 16:20:05 Running...
2018-01-28 16:20:06  
2018-01-28 16:20:06 Running...
2018-01-28 16:20:07  
2018-01-28 16:20:07 Running...
2018-01-28 16:20:08  
2018-01-28 16:20:08 Running...
2018-01-28 16:20:09  
2018-01-28 16:20:09 Running...
2018-01-28 16:20:11  
2018-01-28 16:20:11 Running...
2018-01-28 16:20:12  
2018-01-28 16:20:12 Running...
2018-01-28 16:20:13  
2018-01-28 16:20:13 Running...
2018-01-28 16:20:14  
2018-01-28 16:20:14 Running...
2018-01-28 16:20:15  
2018-01-28 16:20:15 Running...
2018-01-28 16:20:16  
2018-01-28 16:20:16 Running...
2018-01-28 16:20:17  
2018-01-28 16:20:17 Running...
2018-01-28 16:20:18  
2018-01-28 16:20:18 Running...
2018-01-28 16:20:19  
2018-01-28 16:20:19 Running...
2018-01-28 16:20:20  
2018-01-28 16:20:20 Running...
2018-01-28 16:20:22  
2018-01-28 16:20:22 Running...
2018-01-28 16:20:23  
2018-01-28 16:20:23 Running...
2018-01-28 16:20:24  
2018-01-28 16:20:24 Running...
2018-01-28 16:20:25  
2018-01-28 16:20:25 Running...
2018-01-28 16:20:26  
2018-01-28 16:20:26 Running...
2018-01-28 16:20:27  
2018-01-28 16:20:27 Running...
2018-01-28 16:20:28  
2018-01-28 16:20:28 Running...
2018-01-28 16:20:29  
2018-01-28 16:20:29 Running...
2018-01-28 16:20:30  
2018-01-28 16:20:30 Running...
2018-01-28 16:20:32  
2018-01-28 16:20:32 Running...
2018-01-28 16:20:33  
2018-01-28 16:20:33 Running...
2018-01-28 16:20:34  
2018-01-28 16:20:34 Running...
2018-01-28 16:20:35  
2018-01-28 16:20:35 Running...
2018-01-28 16:20:36  
2018-01-28 16:20:36 Running...
2018-01-28 16:20:37  
2018-01-28 16:20:37 Running...
2018-01-28 16:20:38  
2018-01-28 16:20:38 Running...
2018-01-28 16:20:39  
2018-01-28 16:20:39 Running...
2018-01-28 16:20:41  
2018-01-28 16:20:41 Running...
2018-01-28 16:20:42  
2018-01-28 16:20:42 Running...
2018-01-28 16:20:43  
2018-01-28 16:20:43 Running...
2018-01-28 16:20:44  
2018-01-28 16:20:44 Running...
2018-01-28 16:20:45  
2018-01-28 16:20:45 Running...
2018-01-28 16:20:46  
2018-01-28 16:20:46 Running...
2018-01-28 16:20:47  
2018-01-28 16:20:47 Running...
2018-01-28 16:20:48  
2018-01-28 16:20:48 Running...
2018-01-28 16:20:49  
2018-01-28 16:20:49 Running...
2018-01-28 16:20:51  
2018-01-28 16:20:51 Running...
2018-01-28 16:20:52  
2018-01-28 16:20:52 Running...
2018-01-28 16:20:53  
2018-01-28 16:20:53 Running...
2018-01-28 16:20:54  
2018-01-28 16:20:54 Running...
2018-01-28 16:20:55  
2018-01-28 16:20:55 Running...
2018-01-28 16:20:56  
2018-01-28 16:20:56 Running...
2018-01-28 16:20:57  
2018-01-28 16:20:57 Running...
2018-01-28 16:20:58  
2018-01-28 16:20:58 Running...
2018-01-28 16:20:59  
2018-01-28 16:20:59 Running...
2018-01-28 16:21:01  
2018-01-28 16:21:01 Running...
2018-01-28 16:21:02  
2018-01-28 16:21:02 Running...
2018-01-28 16:21:03  
2018-01-28 16:21:03 Running...
2018-01-28 16:21:03 Shutdown BiotoPi Daemon
2018-01-28 16:21:07 /var/www/inc/bin 
2018-01-28 16:21:07 Running...
2018-01-28 16:21:03 Starting BiotoPi Daemon
2018-01-28 16:21:08 /var/www/inc/bin 
2018-01-28 16:21:08 Running...
2018-01-28 16:21:09 /var/www/inc/bin 
2018-01-28 16:21:09 Running...
2018-01-28 16:21:10 /var/www/inc/bin 
2018-01-28 16:21:10 Running...
2018-01-28 16:21:12 /var/www/inc/bin 
2018-01-28 16:21:12 Running...
2018-01-28 16:21:13 /var/www/inc/bin 
2018-01-28 16:21:13 Running...
2018-01-28 16:21:14 /var/www/inc/bin 
2018-01-28 16:21:14 Running...
2018-01-28 16:21:15 /var/www/inc/bin 
2018-01-28 16:21:15 Running...
2018-01-28 16:21:16 /var/www/inc/bin 
2018-01-28 16:21:16 Running...
2018-01-28 16:21:17 /var/www/inc/bin 
2018-01-28 16:21:17 Running...
2018-01-28 16:21:18 /var/www/inc/bin 
2018-01-28 16:21:18 Running...
2018-01-28 16:21:19 /var/www/inc/bin 
2018-01-28 16:21:19 Running...
2018-01-28 16:21:20 /var/www/inc/bin 
2018-01-28 16:21:20 Running...
2018-01-28 16:21:22 /var/www/inc/bin 
2018-01-28 16:21:22 Running...
2018-01-28 16:21:23 /var/www/inc/bin 
2018-01-28 16:21:23 Running...
2018-01-28 16:21:24 /var/www/inc/bin 
2018-01-28 16:21:24 Running...
2018-01-28 16:21:25 /var/www/inc/bin 
2018-01-28 16:21:25 Running...
2018-01-28 16:21:26 /var/www/inc/bin 
2018-01-28 16:21:26 Running...
2018-01-28 16:21:27 /var/www/inc/bin 
2018-01-28 16:21:27 Running...
2018-01-28 16:21:28 /var/www/inc/bin 
2018-01-28 16:21:28 Running...
2018-01-28 16:21:29 /var/www/inc/bin 
2018-01-28 16:21:29 Running...
2018-01-28 16:21:31 /var/www/inc/bin 
2018-01-28 16:21:31 Running...
2018-01-28 16:21:32 /var/www/inc/bin 
2018-01-28 16:21:32 Running...
2018-01-28 16:21:33 /var/www/inc/bin 
2018-01-28 16:21:33 Running...
2018-01-28 16:21:34 /var/www/inc/bin 
2018-01-28 16:21:34 Running...
2018-01-28 16:21:35 /var/www/inc/bin 
2018-01-28 16:21:35 Running...
2018-01-28 16:21:36 /var/www/inc/bin 
2018-01-28 16:21:36 Running...
2018-01-28 16:21:37 /var/www/inc/bin 
2018-01-28 16:21:37 Running...
2018-01-28 16:21:38 /var/www/inc/bin 
2018-01-28 16:21:38 Running...
2018-01-28 16:21:39 /var/www/inc/bin 
2018-01-28 16:21:39 Running...
2018-01-28 16:21:40 /var/www/inc/bin 
2018-01-28 16:21:40 Running...
2018-01-28 16:21:42 /var/www/inc/bin 
2018-01-28 16:21:42 Running...
2018-01-28 16:21:43 /var/www/inc/bin 
2018-01-28 16:21:43 Running...
2018-01-28 16:21:44 /var/www/inc/bin 
2018-01-28 16:21:44 Running...
2018-01-28 16:21:45 /var/www/inc/bin 
2018-01-28 16:21:45 Running...
2018-01-28 16:21:46 /var/www/inc/bin 
2018-01-28 16:21:46 Running...
2018-01-28 16:21:47 /var/www/inc/bin 
2018-01-28 16:21:47 Running...
2018-01-28 16:21:48 /var/www/inc/bin 
2018-01-28 16:21:48 Running...
2018-01-28 16:21:49 /var/www/inc/bin 
2018-01-28 16:21:49 Running...
2018-01-28 16:21:50 /var/www/inc/bin 
2018-01-28 16:21:50 Running...
2018-01-28 16:21:52 /var/www/inc/bin 
2018-01-28 16:21:52 Running...
2018-01-28 16:21:53 /var/www/inc/bin 
2018-01-28 16:21:53 Running...
2018-01-28 16:21:54 /var/www/inc/bin 
2018-01-28 16:21:54 Running...
2018-01-28 16:21:55 /var/www/inc/bin 
2018-01-28 16:21:55 Running...
2018-01-28 16:21:56 /var/www/inc/bin 
2018-01-28 16:21:56 Running...
2018-01-28 16:21:57 /var/www/inc/bin 
2018-01-28 16:21:57 Running...
2018-01-28 16:21:58 /var/www/inc/bin 
2018-01-28 16:21:58 Running...
2018-01-28 16:21:59 /var/www/inc/bin 
2018-01-28 16:21:59 Running...
2018-01-28 16:22:00 /var/www/inc/bin 
2018-01-28 16:22:00 Running...
2018-01-28 16:22:02 /var/www/inc/bin 
2018-01-28 16:22:02 Running...
2018-01-28 16:22:03 /var/www/inc/bin 
2018-01-28 16:22:03 Running...
2018-01-28 16:22:04 /var/www/inc/bin 
2018-01-28 16:22:04 Running...
2018-01-28 16:22:05 /var/www/inc/bin 
2018-01-28 16:22:05 Running...
2018-01-28 16:22:06 /var/www/inc/bin 
2018-01-28 16:22:06 Running...
2018-01-28 16:22:07 /var/www/inc/bin 
2018-01-28 16:22:07 Running...
2018-01-28 16:22:08 /var/www/inc/bin 
2018-01-28 16:22:08 Running...
2018-01-28 16:22:09 /var/www/inc/bin 
2018-01-28 16:22:09 Running...
2018-01-28 16:22:10 /var/www/inc/bin 
2018-01-28 16:22:10 Running...
2018-01-28 16:22:12 /var/www/inc/bin 
2018-01-28 16:22:12 Running...
2018-01-28 16:22:12 Shutdown BiotoPi Daemon
2018-01-28 16:22:16 1 
2018-01-28 16:22:16 Running...
2018-01-28 16:22:12 Starting BiotoPi Daemon
2018-01-28 16:22:17 1 
2018-01-28 16:22:17 Running...
2018-01-28 16:22:18 1 
2018-01-28 16:22:18 Running...
2018-01-28 16:22:19 1 
2018-01-28 16:22:19 Running...
2018-01-28 16:22:20 1 
2018-01-28 16:22:20 Running...
2018-01-28 16:22:21 1 
2018-01-28 16:22:21 Running...
2018-01-28 16:22:22 1 
2018-01-28 16:22:22 Running...
2018-01-28 16:22:24 1 
2018-01-28 16:22:24 Running...
2018-01-28 16:22:25 1 
2018-01-28 16:22:25 Running...
2018-01-28 16:22:26 1 
2018-01-28 16:22:26 Running...
2018-01-28 16:22:27 1 
2018-01-28 16:22:27 Running...
2018-01-28 16:22:28 1 
2018-01-28 16:22:28 Running...
2018-01-28 16:22:29 1 
2018-01-28 16:22:29 Running...
2018-01-28 16:22:30 1 
2018-01-28 16:22:30 Running...
2018-01-28 16:22:31 1 
2018-01-28 16:22:31 Running...
2018-01-28 16:22:32 1 
2018-01-28 16:22:32 Running...
2018-01-28 16:22:34 1 
2018-01-28 16:22:34 Running...
2018-01-28 16:22:35 1 
2018-01-28 16:22:35 Running...
2018-01-28 16:22:36 1 
2018-01-28 16:22:36 Running...
2018-01-28 16:22:37 Shutdown BiotoPi Daemon
2018-01-28 16:22:41 1 
2018-01-28 16:22:41 Running...
2018-01-28 16:22:37 Starting BiotoPi Daemon
2018-01-28 16:22:42 1 
2018-01-28 16:22:42 Running...
2018-01-28 16:22:43 1 
2018-01-28 16:22:43 Running...
2018-01-28 16:22:44 1 
2018-01-28 16:22:44 Running...
2018-01-28 16:22:45 1 
2018-01-28 16:22:45 Running...
2018-01-28 16:22:47 1 
2018-01-28 16:22:47 Running...
2018-01-28 16:22:48 1 
2018-01-28 16:22:48 Running...
2018-01-28 16:22:49 1 
2018-01-28 16:22:49 Running...
2018-01-28 16:22:50 1 
2018-01-28 16:22:50 Running...
2018-01-28 16:22:51 1 
2018-01-28 16:22:51 Running...
2018-01-28 16:22:52 1 
2018-01-28 16:22:52 Running...
2018-01-28 16:22:53 1 
2018-01-28 16:22:53 Running...
2018-01-28 16:22:54 1 
2018-01-28 16:22:54 Running...
2018-01-28 16:22:55 1 
2018-01-28 16:22:55 Running...
2018-01-28 16:22:57 1 
2018-01-28 16:22:57 Running...
2018-01-28 16:22:58 1 
2018-01-28 16:22:58 Running...
2018-01-28 16:22:59 1 
2018-01-28 16:22:59 Running...
2018-01-28 16:23:00 1 
2018-01-28 16:23:00 Running...
2018-01-28 16:23:00 Shutdown BiotoPi Daemon
2018-01-28 16:23:04 0 
2018-01-28 16:23:42 Array 
2018-01-28 16:24:00 uid=0(root) gid=0(root) Gruppen=0(root),1001(indiecity) 
2018-01-28 16:24:20  
2018-01-28 16:24:20 Running...
2018-01-28 16:24:18 Starting BiotoPi Daemon
2018-01-28 16:24:21  
2018-01-28 16:24:21 Running...
2018-01-28 16:24:23  
2018-01-28 16:24:23 Running...
2018-01-28 16:24:24  
2018-01-28 16:24:24 Running...
2018-01-28 16:24:25  
2018-01-28 16:24:25 Running...
2018-01-28 16:24:26  
2018-01-28 16:24:26 Running...
2018-01-28 16:24:27  
2018-01-28 16:24:27 Running...
2018-01-28 16:24:28  
2018-01-28 16:24:28 Running...
2018-01-28 16:24:29  
2018-01-28 16:24:29 Running...
2018-01-28 16:24:30  
2018-01-28 16:24:30 Running...
2018-01-28 16:24:31  
2018-01-28 16:24:31 Running...
2018-01-28 16:24:32  
2018-01-28 16:24:32 Running...
2018-01-28 16:24:33  
2018-01-28 16:24:33 Running...
2018-01-28 16:24:34  
2018-01-28 16:24:34 Running...
2018-01-28 16:24:35  
2018-01-28 16:24:35 Running...
2018-01-28 16:24:37  
2018-01-28 16:24:37 Running...
2018-01-28 16:24:38  
2018-01-28 16:24:38 Running...
2018-01-28 16:24:39  
2018-01-28 16:24:39 Running...
2018-01-28 16:24:40  
2018-01-28 16:24:40 Running...
2018-01-28 16:24:41  
2018-01-28 16:24:41 Running...
2018-01-28 16:24:42  
2018-01-28 16:24:42 Running...
2018-01-28 16:24:43  
2018-01-28 16:24:43 Running...
2018-01-28 16:24:44  
2018-01-28 16:24:44 Running...
2018-01-28 16:24:45  
2018-01-28 16:24:45 Running...
2018-01-28 16:24:46  
2018-01-28 16:24:46 Running...
2018-01-28 16:24:47 Shutdown BiotoPi Daemon
2018-01-28 16:24:51 126  
2018-01-28 16:24:51 Running...
2018-01-28 16:24:47 Starting BiotoPi Daemon
2018-01-28 16:24:52 126  
2018-01-28 16:24:52 Running...
2018-01-28 16:24:53 126  
2018-01-28 16:24:53 Running...
2018-01-28 16:24:54 126  
2018-01-28 16:24:54 Running...
2018-01-28 16:24:55 126  
2018-01-28 16:24:55 Running...
2018-01-28 16:24:56 126  
2018-01-28 16:24:56 Running...
2018-01-28 16:24:58 126  
2018-01-28 16:24:58 Running...
2018-01-28 16:24:59 126  
2018-01-28 16:24:59 Running...
